question,gold,category
"48세 여성이 6개월 전부터 지속된 질 출혈과 하복부 불편감을 주소로 내원하였다. 환자는 최근 성관계 후 출혈이 심해졌으며, 체중이 5kg 감소하였다고 보고하였다. 10년 전 자궁경부 상피내종양(CIN III)으로 원추 절제술을 받은 과거력이 있으며, 최근 몇 개월 동안 야간 발한과 피로감을 자주 경험하였다. 이 환자의 적절한 치료 방침은?

신체 검사: 자궁경부 4cm 종괴, 촉진 시 출혈 동반, 질 확대경 검사: 비정형 혈관 분포, MRI: 자궁경부 근층 침윤, 골반 림프절 종대 확인, 혈액 검사: Hb 10.2

A. 근치적 자궁적출술 및 골반 림프절 절제술
B. 근치적 방사선 치료 및 항암화학요법
C. 단독 방사선 치료
D. 보존적 치료 및 추적 관찰
E. 고식적 치료",B,Gynecology
"58세 여성이 3개월 전부터 발생한 비정상적인 질 출혈로 내원하였다. 환자는 최근 피로감과 체중 감소를 경험하였으며, 주기적인 하복부 불편감을 호소하였다. 이 환자의 적절한 치료 방침은?

영상 검사: 골반 초음파에서 좌측 난소 종괴(5cm), 혈액 검사: Inhibin B 210 pg/mL, 병리 결과: 성삭-기질 종양

A. 추적 관찰
B. 보조 항암화학요법 시행
C. 방사선 치료 단독
D. 전신 면역요법 시행
E. 고식적 치료",A,Gynecology
"34세 여성이 6개월간의 무월경 후 불규칙한 질 출혈을 주소로 내원하였다. 환자는 결혼을 앞두고 있으며, 임신을 원하고 있다. 초음파 검사에서 자궁 내 비정형적 증식이 관찰되었으며, 이후 시행한 자궁내막 조직검사에서 자궁내막암이 확인되었다. 이 환자의 적절한 치료 방침은?

영상 검사: 자궁 초음파에서 자궁 내 비정형적 증식 소견, 혈액 검사: CA-125 40 U/mL, 조직검사: 저등급 자궁내막암(stage IA, noninvasive)

A. 근치적 자궁적출술 및 양측 난소·난관 절제술
B. 방사선 치료
C. 고용량 프로게스틴 요법 및 정기적인 내막 생검
D. 항암화학요법
E. 고식적 치료",C,Gynecology
"42세 여성이 6개월 동안 지속되는 불규칙한 질 출혈을 주소로 내원하였다. 최근 월경 주기가 짧아지고 출혈량이 많아졌으며, 간헐적인 하복부 통증을 동반하고 있다. 이 환자의 적절한 치료 방침은?

혈액 검사: 헤모글로빈 10.2 g/dL, 혈소판 250,000/μL, 프로락틴 정상 범위, 갑상선 기능 정상, 초음파 검사: 자궁 내막 두께 14mm, 다수의 점막하 근종 관찰됨

A. 고용량 에스트로겐 치료
B. 프로게스틴 요법 시행
C. 자궁내막 소파술 시행 후 병리 검사
D. 자궁근종 절제술
E. 경과 관찰",C,Gynecology
"48세 여성이 6개월 동안 지속되는 비정상적인 질 출혈로 내원하였다. 최근 월경 주기가 불규칙해졌으며, 출혈량이 증가하고 있다. 이 환자의 가장 적절한 치료 방침은?

혈액 검사: 헤모글로빈 9.8 g/dL, 헤마토크리트 32.1%, 혈소판 280,000/μL, 프로락틴 정상, 갑상선 기능 정상, 초음파 검사: 자궁내막 두께 18mm, 비정상적인 에코 패턴 관찰됨

A. 경구 프로게스틴 요법 시행
B. 자궁내막 소파술 및 조직검사 시행
C. 호르몬 요법을 통한 출혈 조절
D. 자궁적출술 시행
E. 경과 관찰 후 3개월 후 재평가",B,Gynecology
"61세 여성이 폐경 후 질 출혈을 주소로 내원하였다. 출혈량은 많지 않으나 간헐적으로 반복되고 있으며, 최근 체중 감소도 동반되었다. 이 환자의 적절한 치료 방침은?

혈액 검사: 헤모글로빈 11.2 g/dL, 헤마토크리트 34.1%, 혈소판 250,000/μL, 갑상선 기능 정상, 초음파 검사: 자궁내막 두께 6.5mm

A. 경과 관찰 후 6개월 후 재평가
B. 경구 프로게스틴 요법 시행
C. 자궁내막 조직검사 시행
D. 골반 MRI 시행
E. 자궁적출술 시행",C,Gynecology
"45세 여성이 손가락의 피부가 두꺼워지고, 차가운 곳에 노출되면 손끝이 창백해지는 증상을 주소로 내원하였다. 내원 당시 혈압은 130/80mmHg였으며, 말초 맥박은 정상이었다. 이 환자의 가장 적절한 초기 치료 전략은?

항핵항체(ANA) 양성, 항-Scl-70 항체 양성. 손톱주름 모세혈관검사에서 거친 변화. 흉부 고해상도 CT에서 간질성 폐질환.

A. 고용량 스테로이드 단독
B. 칼슘채널 차단제 및 국소 혈관 확장제
C. 사이클로포스파미드 또는 미코페놀레이트 모페틸
D. 피르페니돈
E. 고용량 스테로이드 및 항섬유화제 병용",C,Rheumatology
"68세 남성이 체중 감소와 조기 포만감을 호소하며 내원하였다. 적절한 치료는?

위내시경: 위체부 6cm 궤양성 종괴. 조직검사: 저분화 선암. 복부 CT: 복강 내 림프절 전이(+), 원격 전이(-).

A. 내시경 점막하 절제술(ESD)
B. 근치적 위 절제술
C. 선행 항암화학요법 후 수술
D. 방사선 치료 단독
E. 면역항암치료 단독",C,General Surgery
"64세 여성이 한 달 전부터 지속된 식욕 부진과 체중 감소로 내원하였다. 최근 피로감이 심해지고 쉽게 멍이 들며, 야간 발한이 있었다. 복부 진찰에서 간비대가 관찰된다. 이 환자의 적절한 치료 전략은?

CBC: WBC 52,000/uL (Neutrophil 65%, Basophil 6%), Hb 10.2 g/dL, Platelet 510,000/uL. 골수 생검: 골수계 세포 과증식, blast 3%. 유전자 검사: BCR-ABL1 재배열(t(9;22) 양성).

A. Dasatinib
B. Midostaurin
C. Bortezomib
D. Azacitidine
E. Fludarabine + Cyclophosphamide",A,Hematology and Oncology
"38세 여성이 체중 감소, 손 떨림, 가슴 두근거림을 주소로 내원하였다. 이 환자의 치료로 가장 적절한 것은?

TSH <0.01 μIU/mL, 유리 T4 2.8 ng/dL, 방사성 요오드 섭취율 증가

A. 베타차단제 단독 치료
B. 메티마졸
C. 프로필티오우라실
D. 방사성 요오드 치료
E. 수술적 절제",B,Endocrinology
"45세 남성이 2개월 전부터 지속된 마른 기침과 체중 감소(5kg)를 주소로 내원하였다. 야간 발한과 미열이 동반되었으며, 환자는 5년 전 결핵 치료를 받은 과거력이 있었다. 이 환자에서 추가적으로 시행해야 할 검사는?

흉부 X-ray: 우상엽 공동 형성, 객담 3회 AFB 도말 및 GeneXpert 음성, 기관지 내시경 AFB 배양 음성

A. 흉부 CT
B. 기관지 폐포 세척액 AFB 배양
C. 인터페론 감마 방출 검사
D. 흉막 생검
E. 폐 조직 생검",B,Infectious Diseases
"42세 남성이 3개월간 7kg 체중이 감소하고, 야간 발한, 만성 기침이 있었다. CD4+ T 세포 수 150/mm³ 이하로 확인되었다. 흉부 X-ray에서 양측 폐문부 림프절 비대가 보인다. 가장 적절한 추가 검사는?

CD4+ T 세포 150/mm³, 폐문부 림프절 비대, 만성 기침, 체중 감소

A. 객담 항산균 도말검사 및 배양
B. 혈청 CMV PCR 검사
C. 혈청 크립토코쿠스 항원 검사
D. Toxoplasma IgG 항체 검사
E. 흉부 CT",A,Infectious Diseases
"48세 여성이 6개월 전부터 천식 증상이 심해졌으며, 최근 2주간 발열, 피로 및 체중이 줄었다며 내원하였다. 신체검진에서 양측 폐에서 천명음이 들렸으며, 하지의 점상 출혈이 관찰되었다. 혈액검사에서 호산구 증가와 P-ANCA 양성이 확인되었다. 이 환자의 치료 전략으로 가장 적절한 것은?

혈액검사: WBC 12,500/μL, 호산구 45% 증가. ESR 75 mm/hr, CRP 30 mg/L. P-ANCA 양성. 흉부 CT: 다발성 결절성 침윤 소견 확인.

A. 고용량 스테로이드 단독
B. 스테로이드와 메토트렉세이트 병용
C. 스테로이드와 리툭시맙 병용
D. 스테로이드와 사이클로포스파마이드 병용
E. 스테로이드와 메폴리주맙 병용",E,Rheumatology
"42세 남성이 3개월간 지속된 기침, 야간 발한, 체중 감소 5kg을 호소하며 내원하였다. 흉부 CT에서는 좌측 상부 폐에 공동 및 결절이 관찰되었고, 객담 검사에서 M. tuberculosis가 검출되었다. 이 환자에 적합한 결핵 치료 초기 요법은 무엇인가?

CT: 좌측 상부 폐 공동 및 결절; 객담 검사: M. tuberculosis 양성; 혈액검사: ESR 80 mm/hr; EKG: 미상

A. 리팜핀, 이소니아지드, 피라진아미드, 에탐부톨 4제 요법
B. 리팜핀, 이소니아지드, 에탐부톨 3제 요법
C. 리팜핀, 이소니아지드 단독 요법
D. 클린다마이신 추가 요법
E. 항바이러스제 요법",A,Pulmonology (Respiratory Medicine)
"72세 남성이 숨이 차고 입맛이 없다고 병원에 왔다. 환자는 만성 신부전 진단을 받았지만, 최근 몇 개월 동안 의료진의 권고를 따르지 않고 투석을 미루어왔다. 가족들은 환자가 평소보다 쉽게 피곤해하고 피부색이 어두워졌다고 했다. 신체 진찰에서 혈압 165/100 mmHg, 심박수 96회/분, 호흡수 24회/분이었으며, 피부는 회갈색을 띠고 있었다. 이 환자의 가장 적절한 치료는?

혈액검사: BUN 120 mg/dL, 크레아티닌 10.5 mg/dL, 나트륨 138 mEq/L, 칼륨 7.1 mEq/L, 중탄산 12 mEq/L, 헤모글로빈 7.2 g/dL. 심전도: T파 고조, PR 간격 연장, QRS 연장. 소변검사: 요비중 1.010, 단백뇨 2+.

A. 칼륨 수치 조절 후 혈액투석 시행
B. ACE 억제제 투여
C. 저단백 식이 유지
D. 중탄산나트륨 정주
E. 이뇨제 투여",A,Nephrology
"30세 남성이 체중 증가, 근력 약화, 둥근 얼굴, 중심성 비만을 주소로 내원하였다. 혈압 150/95 mmHg, 24시간 소변 코티솔 배설량이 증가되어 있었다. 가장 가능성 높은 진단은?

체중 증가, 근력 약화, 둥근 얼굴, 중심성 비만. 혈압 150/95 mmHg, 24시간 소변 코티솔 증가

A. 원발성 알도스테론증
B. 쿠싱 증후군
C. 말단비대증
D. 크롬친화세포종
E. 갑상선 기능저하증",B,Endocrinology
"47세 남성이 손발이 점점 커지고 얼굴 모양이 변한다며 내원하였다. 이 환자의 확진을 위한 다음 단계 검사는?

IGF-1 540 ng/mL, 공복 혈당 132 mg/dL, HbA1c 6.4%, 혈청 인 4.8 mg/dL

A. 혈청 프로락틴 측정
B. 75g 경구 당부하 검사 후 GH 측정
C. 뇌하수체 MRI
D. 혈장 ACTH 측정
E. 소변 코티솔 검사",B,Endocrinology
"30세 여성이 체중 증가와 피로감을 주소로 내원하였다. 환자는 불규칙한 월경을 보이며, 최근 인슐린 저항성이 의심되어 내분비 검사를 시행하였다. 이 환자의 적절한 초기 치료 방침은?

BMI 31, 공복 혈당 110 mg/dL, 인슐린 18 μIU/mL, HOMA-IR 3.2, 혈중 테스토스테론 증가, 초음파 검사: 난소 다낭성 변화

A. 호르몬 요법 시행
B. 체중 감량 및 생활 습관 교정
C. 배란 유도제 투여
D. 인슐린 감작제(메트포르민) 처방
E. 경과 관찰",B,Gynecology
"65세 남성이 정기 건강검진에서 백혈구 증가가 발견되어 내원하였다. 특별한 증상은 없다고 호소한다. 이 환자의 가장 적절한 초기 치료 전략은?

CBC: WBC 15,500/uL, Lymphocyte 75%, Hb 12.5 g/dL, Platelet 130,000/uL. 면역표현형 검사: CD5+, CD19+, CD23+ 세포 확인.

A. Fludarabine 단독 치료
B. 관찰 및 추적 검사
C. Rituximab 단독 치료
D. Cyclophosphamide 병용 화학요법
E. 동종 조혈모세포 이식",B,Hematology and Oncology
"56세 남성이 최근 2주간 피로감과 점상 출혈을 주소로 내원하였다. 이 환자의 초기 치료 전략으로 가장 적절한 것은?

CBC: WBC 3,200/uL, Hb 7.8 g/dL, Platelet 22,000/uL. 말초 혈액 도말 검사: 골수성 아세포(blast) 30% 관찰. 골수 생검: CD34+, MPO+ 아세포 확인.

A. 저용량 사이타라빈
B. 7+3 항암화학요법
C. 리툭시맙 단독 치료
D. 이마티닙 단독 치료
E. 동종 조혈모세포 이식",B,Hematology and Oncology
"47세 여성이 최근 3개월 동안 쉽게 멍이 들고 잦은 코피로 내원하였다. 피로감과 어지러움을 호소하며, 피부에 자반이 관찰된다. 림프절 종대나 비장 비대는 없다. 이 환자의 가장 가능성이 높은 진단명은?

CBC: WBC 3,100/uL, Hb 7.2 g/dL, Platelet 15,000/uL, ANC 430/uL. LDH 300 U/L, Reticulocyte 0.5%(감소). 골수 생검: 저세포성 골수, 적혈구·과립구·거핵구 모두 감소.

A. 골수이형성 증후군
B. 급성 골수성 백혈병
C. 재생불량성 빈혈
D. 발작성 야간 혈색소뇨증
E. 원발성 골수섬유증",C,Hematology and Oncology
"54세 여성이 건강검진에서 혈소판 증가가 확인되어 정밀 검사를 시행하였다. 환자는 손끝이 붉게 변하고 가려우며, 간헐적인 두통과 어지러움도 있다. 이 환자의 초기 치료 전략으로 가장 적절한 것은?

CBC: WBC 8,200/uL, Hb 13.9 g/dL, Platelet 950,000/uL. JAK2 V617F 돌연변이 양성. 골수 생검: 거대 핵형성이 증가한 거핵구 관찰.

A. Hydroxyurea
B. Warfarin
C. 리툭시맙
D. 고용량 스테로이드
E. 전신 항응고제",A,Hematology and Oncology
"45세 남성이 최근 몇 주 동안 멍이 쉽게 들고 코피가 자주 난다고 내원하였다. 잇몸 출혈도 발생하며 전반적인 피로감을 느낀다고 호소한다. 초기 치료 전략으로 가장 적절한 것은?

CBC: WBC 7,200/uL, Hb 13.1 g/dL, Platelet 22,000/uL. 말초 혈액 도말 검사: 혈소판 감소 외 특이 소견 없음. 골수 생검: 거핵세포 수 증가, 혈소판 생성 감소.

A. 코르티코스테로이드
B. 리툭시맙
C. 혈소판 수혈
D. 헤파린 투여
E. 아스피린 투여",A,Hematology and Oncology
"27세 남성이 어릴 때부터 잇몸 출혈과 쉽게 멍이 드는 증상이 있었다고 한다. 최근에는 경미한 외상 후에도 출혈이 오래 지속되며, 어머니와 외할아버지도 유사한 출혈 경향을 보였다고 진술하였다. 이 환자의 가장 가능성이 높은 진단명은?

CBC: WBC 6,100/uL, Hb 14.0 g/dL, Platelet 180,000/uL. BT 9분, aPTT 45초, PT 정상. VWF 항원 30%, Ristocetin cofactor 활성 25%.

A. 혈우병 A
B. 혈전성 혈소판 감소성 자반증
C. von Willebrand 병
D. 파종성 혈관내 응고
E. 면역성 혈소판 감소증",C,Hematology and Oncology
"55세 남성이 치과 치료 후 출혈이 멈추지 않아 내원하였다. 경미한 외상 후에도 멍이 쉽게 들고, 관절 통증을 동반한 관절 출혈이 반복되었다고 한다. 가족력에서 남자 형제가 비슷한 증상을 보였다고 한다. 신체 진찰에서 무릎 관절이 부어 있고 운동 범위가 제한되었다. 이 환자의 가장 가능성이 높은 진단명은?

CBC: WBC 7,000/uL, Hb 13.5 g/dL, Platelet 210,000/uL. PT 정상, aPTT 56초(연장), BT 정상. 혈액 응고 인자 검사: Factor VIII 활성도 5%(정상 50-150%).

A. 혈우병 A
B. 혈우병 B
C. von Willebrand 병
D. 파종성 혈관내 응고
E. 면역성 혈소판 감소증",A,Hematology and Oncology
"38세 여성이 3개월 전부터 이어진 코피와 과다 월경으로 내원하였다. 경미한 상처에서도 출혈이 쉽게 지속되며, 치과 치료 후에도 지혈 시간이 길었다고 진술한다. 어머니도 젊었을 때 비슷한 증상을 경험했다고 한다. 이 환자의 초기 치료 전략으로 가장 적절한 것은?

CBC: WBC 5,900/uL, Hb 12.1 g/dL, Platelet 200,000/uL. BT 11분, aPTT 42초, PT 정상. VWF 항원 20%, Ristocetin cofactor 활성 18%.

A. Desmopressin(DDAVP) 투여
B. 혈소판 수혈
C. Factor VIII 농축액 투여
D. 헤파린 투여
E. Tranexamic acid 투여",A,Hematology and Oncology
"49세 남성이 치과 치료 후 계속되는 출혈로 내원하였다. 며칠 전부터 원인 불명의 고열과 점상 출혈이 있었고, 혈압은 85/60 mmHg, 심박수는 115회/분이었다. 신체 진찰에서 공막 황달과 창백한 피부가 관찰되었다. 이 환자의 가장 적절한 초기 치료는?

CBC: WBC 8,000/uL, Hb 10.2 g/dL, Platelet 15,000/uL. PT 17초, aPTT 55초. 말초 혈액 도말 검사: schistocyte 관찰. Fibrinogen 감소, D-dimer 상승.

A. 혈장 교환술
B. Heparin 투여
C. 혈소판 수혈
D. 코르티코스테로이드
E. Fresh Frozen Plasma(FFP) 투여",E,Hematology and Oncology
"52세 남성이 피로감과 잦은 코피로 내원하였다. 최근 멍이 쉽게 들고 잇몸 출혈이 지속되었으며, 식욕 저하와 체중 감소도 있었다. 이 환자의 초기 치료로 가장 적절한 것은?

CBC: WBC 2,800/uL, Hb 8.5 g/dL, Platelet 18,000/uL. PT 16.5초, aPTT 45초, Fibrinogen 80 mg/dL. 골수 생검: 과립이 풍부한 아세포 증가, Auer rod 관찰. 유전자 검사: t(15;17) 양성.

A. All-trans retinoic acid (ATRA) + Arsenic trioxide (ATO)
B. 7+3 화학요법(사이타라빈 + 다우노루비신)
C. Rituximab + CHOP
D. Venetoclax + Azacitidine
E. Cyclophosphamide + Dexamethasone",A,Hematology and Oncology
